"x","y"
1.45060666836798,3.81395108532161
2.24531102925539,8.89002193231136
1.0236603836529,9.22989000333473
1.32050549611449,9.6912657446228
8.36919503519312,8.84811605094001
8.9432112686336,6.36824175948277
2.69089443841949,8.1283364398405
9.65615907451138,8.71555757010356
0.223376688081771,8.78865625476465
0.862046966794878,7.95465146424249
1.32517469115555,9.4702416844666
0.97867242526263,8.27480376698077
1.37547670165077,3.33525662776083
5.25669991970062,5.17627756576985
2.76194838341326,8.50039250683039
3.67265946697444,8.28712505521253
4.73917255410925,7.89098213193938
3.99449894670397,9.90938069066033
7.36537920078263,9.45794063387439
9.5662779128179,9.92675190791488
3.0345353949815,8.49828726844862
1.88677315600216,7.50079372432083
2.506118635647,8.88864997541532
0.95681760692969,5.14708582544699
1.21379263699055,8.48248592112213
8.19129805313423,8.14421419985592
4.38856082502753,7.68916877685115
4.73424592288211,8.99622502969578
1.99745383113623,6.08240510337055
0.148870777338743,7.17612134991214
1.3739710720256,7.98601254820824
0.305511890910566,8.4775981772691
8.38218998163939,9.38379627186805
1.28857062663883,8.75115777831525
4.8206438892521,9.50253850547597
2.41076296428218,9.4465484470129
1.7067201458849,7.17659906484187
1.07168219285086,7.07580073969439
2.35060072969645,4.05762240290642
2.9517840850167,8.24472460430115
5.76733063906431,0.573436967097223
7.4037104495801,7.91173825971782
0.938863637857139,1.95309026632458
2.21395575907081,8.06271984474733
0.209881903138012,9.35025568353012
6.90676527563483,7.43182224221528
4.52928284183145,9.25721261184663
9.57585774362087,5.6585607980378
1.97773310588673,7.61791114229709
1.33228663355112,7.10922183003277
3.68535876041278,9.69728793716058
1.41606591409072,9.91954451194033
7.40789241855964,8.37474471423775
0.0173956411890686,7.90339566068724
2.9887065757066,5.62329600797966
9.64295397745445,6.83961309259757
4.74470355780795,8.7476275023073
1.44079987658188,8.43222059775144
2.21569251967594,9.66630327515304
4.89909883588552,9.69087122939527
2.96867119381204,7.63849991373718
2.45741623919457,9.53149753622711
2.89499553153291,7.09570011124015
8.55498576536775,6.76550984382629
0.236985182855278,6.94328674348071
0.762253974098712,9.94390185922384
2.43748913519084,8.66572320694104
4.64444224955514,9.8371757962741
3.19493751740083,9.95283205294982
5.99248683080077,9.39148909877986
3.7657841318287,3.62643347820267
